episode:1, reward: -68.38444316073009, mean reward: -5.45, score: -223.24620617946238, epsilon: 0.8959015791623267, total steps: 146
episode:61, reward: -26.12383688461149, mean reward: -3.36, score: -211.91433426042792, epsilon: 0.8796769013193148, total steps: 727
episode:62, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8796492458835307, total steps: 728
episode:63, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.879621591369579, total steps: 729
episode:64, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8795939377774291, total steps: 730
episode:65, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8795662851070501, total steps: 731
episode:66, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8795386333584118, total steps: 732
episode:67, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8795109825314827, total steps: 733
episode:68, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8794833326262327, total steps: 734
episode:69, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8794556836426308, total steps: 735
episode:70, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8794280355806463, total steps: 736
episode:71, reward: -418.25619400901377, mean reward: -418.26, score: -418.25619400901377, epsilon: 0.8794003884402485, total steps: 737
episode:72, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8793727422214067, total steps: 738
episode:73, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8793450969240901, total steps: 739
episode:74, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8793174525482682, total steps: 740
episode:75, reward: -52.14770049419089, mean reward: -2.97, score: -228.7998778801152, epsilon: 0.8771916004306652, total steps: 817
episode:76, reward: -331.05483380206, mean reward: -331.05, score: -331.05483380206, epsilon: 0.8771640278368632, total steps: 818
episode:77, reward: -100, mean reward: -4.9, score: -63.67821282566085, epsilon: 0.8768056677417623, total steps: 831
episode:78, reward: -100, mean reward: -11.75, score: -105.7888460066283, epsilon: 0.8765576632439744, total steps: 840
episode:79, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8765301117810599, total steps: 841
episode:80, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8765025612365122, total steps: 842
episode:81, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8764750116103006, total steps: 843
episode:82, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8764474629023945, total steps: 844
episode:83, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8764199151127636, total steps: 845
episode:84, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8763923682413768, total steps: 846
episode:85, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8763648222882039, total steps: 847
episode:86, reward: -100, mean reward: 10.4, score: 156.07319454976925, epsilon: 0.8759517431554489, total steps: 862
episode:87, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.875924211889534, total steps: 863
episode:88, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8758966815413127, total steps: 864
episode:89, reward: -25.7782750323468, mean reward: -3.27, score: -215.66912049233053, epsilon: 0.8740817060470055, total steps: 930
episode:90, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.874054237114622, total steps: 931
episode:91, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8740267690978545, total steps: 932
