episode:1, reward: -9.089462863111494, mean reward: -1.7, score: -201.8934829162613, epsilon: 0.893311454540539, total steps: 238
episode:18, reward: -0.7908338580227339, mean reward: -6.07, score: -200.43544395322525, epsilon: 0.8701355921079695, total steps: 1074
episode:19, reward: -27.60908872852124, mean reward: -1.92, score: -222.866729968915, epsilon: 0.8669705242264952, total steps: 1190
episode:20, reward: -425.9008635039494, mean reward: -425.9, score: -425.9008635039494, epsilon: 0.8669432923295552, total steps: 1191
episode:21, reward: -100, mean reward: -1.23, score: -58.979756347271525, epsilon: 0.8656372281917653, total steps: 1239
episode:22, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8656100407372856, total steps: 1240
episode:23, reward: -9.58144855442241, mean reward: -1.7, score: -204.14955882429015, epsilon: 0.8623541167635147, total steps: 1360
episode:24, reward: -10.916432783631503, mean reward: -3.2, score: -204.75867389959123, epsilon: 0.8606229418908475, total steps: 1424
episode:25, reward: -8.28159338151733, mean reward: -1.07, score: -205.248656881301, epsilon: 0.8554515212605335, total steps: 1616
episode:26, reward: -3.8209586810528005, mean reward: -3.97, score: -202.5975452009668, epsilon: 0.8540834168925885, total steps: 1667
episode:27, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8540566145587334, total steps: 1668
episode:28, reward: -13.277369012280051, mean reward: -2.65, score: -206.46799794502283, epsilon: 0.8519687827184182, total steps: 1746
episode:29, reward: -6.99448724438581, mean reward: -1.77, score: -203.71870720564553, epsilon: 0.8489004537724256, total steps: 1861
episode:30, reward: -24.979611401878696, mean reward: -1.05, score: -202.3927788313994, epsilon: 0.843777357814605, total steps: 2054
episode:31, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.843750899010327, total steps: 2055
episode:32, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8437244410879944, total steps: 2056
episode:33, reward: -7.965876881622594, mean reward: -2.24, score: -207.89744555458336, epsilon: 0.8412677052286393, total steps: 2149
episode:34, reward: -9.53000177628908, mean reward: -1.76, score: -200.8244212207881, epsilon: 0.8382665936720647, total steps: 2263
episode:35, reward: -4.576457087790869, mean reward: -1.8, score: -203.60260182793283, epsilon: 0.8353030410305594, total steps: 2376
episode:36, reward: -16.16209609750105, mean reward: -2.25, score: -200.48551161309348, epsilon: 0.8329767610303229, total steps: 2465
episode:37, reward: -12.842298987502364, mean reward: -5.98, score: -209.34905536432467, epsilon: 0.8320638207944762, total steps: 2500
episode:38, reward: -3.5188959273733857, mean reward: -3.4, score: -200.45313533023946, epsilon: 0.8305272733804562, total steps: 2559
episode:39, reward: -15.691402800745822, mean reward: -2.18, score: -202.7067982542776, epsilon: 0.8281113853940789, total steps: 2652
episode:40, reward: -8.241480885601067, mean reward: -2.7, score: -205.49276852135694, epsilon: 0.826142664650257, total steps: 2728
episode:41, reward: -18.241475828707518, mean reward: -1.34, score: -203.15549540884348, epsilon: 0.8222201539011905, total steps: 2880
episode:42, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8221944136584003, total steps: 2881
episode:43, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8221686742736037, total steps: 2882
episode:44, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8221429357467724, total steps: 2883
episode:45, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8221171980778779, total steps: 2884
episode:46, reward: -337.1059414289055, mean reward: -337.11, score: -337.1059414289055, epsilon: 0.822091461266891, total steps: 2885
episode:47, reward: -6.451579617958023, mean reward: -3.84, score: -203.29092054856275, epsilon: 0.8207286372010382, total steps: 2938
episode:48, reward: -13.89027579834425, mean reward: -1.5, score: -207.5419804623144, epsilon: 0.8171914272899868, total steps: 3076
episode:49, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8171658546686231, total steps: 3077
episode:50, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.817140282899666, total steps: 3078
episode:51, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.817114711983087, total steps: 3079
episode:52, reward: -336.7160407442065, mean reward: -336.72, score: -336.7160407442065, epsilon: 0.8170891419188577, total steps: 3080
episode:53, reward: -8.064447396721162, mean reward: -2.85, score: -204.89793135524013, epsilon: 0.8152503354286676, total steps: 3152
episode:54, reward: -19.385517571412393, mean reward: -2.14, score: -200.8142912694285, epsilon: 0.8128563036527792, total steps: 3246
episode:55, reward: -15.4591946463135, mean reward: -4.93, score: -211.9844258187009, epsilon: 0.8117636595328941, total steps: 3289
episode:56, reward: -16.383392843708993, mean reward: -2.15, score: -211.00623885534617, epsilon: 0.8092792915886423, total steps: 3387
episode:57, reward: -5.6959764138114855, mean reward: -1.69, score: -201.16826435195267, epsilon: 0.806273449260562, total steps: 3506
episode:58, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.806248240565734, total steps: 3507
episode:59, reward: -6.765847199234968, mean reward: -2.5, score: -205.1342151848512, epsilon: 0.8041839844766996, total steps: 3589
episode:60, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.8041588454295369, total steps: 3590
episode:61, reward: -4.055100175406986, mean reward: -2.84, score: -201.73753558245036, epsilon: 0.8023761132272331, total steps: 3661
episode:62, reward: -10.07287130934552, mean reward: -1.82, score: -209.42273676424435, epsilon: 0.7994975256110627, total steps: 3776
episode:63, reward: -11.058018412978852, mean reward: -2.55, score: -206.29727490518536, epsilon: 0.7974766117533257, total steps: 3857
episode:64, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.7974516962815275, total steps: 3858
episode:65, reward: -332.175443523926, mean reward: -332.18, score: -332.175443523926, epsilon: 0.7974267816402311, total steps: 3859
episode:66, reward: -6.370922096688613, mean reward: -1.76, score: -204.5921889348105, epsilon: 0.7945423116536978, total steps: 3975
episode:67, reward: -16.166023960738503, mean reward: -2.39, score: -205.31471499233797, epsilon: 0.7924110133474074, total steps: 4061
episode:68, reward: -14.46830066498297, mean reward: -1.02, score: -200.5185395294544, epsilon: 0.7875764049777474, total steps: 4257
episode:69, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.7875518195073415, total steps: 4258
episode:70, reward: -29.481003602726627, mean reward: -2.48, score: -217.86758201370137, epsilon: 0.7853915041816235, total steps: 4346
episode:71, reward: -25.16179175981508, mean reward: -1.19, score: -205.45002724907675, epsilon: 0.781187323059867, total steps: 4518
episode:72, reward: -336.72732120457505, mean reward: -336.73, score: -336.72732120457505, epsilon: 0.781162950555309, total steps: 4519
episode:73, reward: -8.40935216463694, mean reward: -1.77, score: -200.04935924624144, epsilon: 0.778414083724108, total steps: 4632
episode:74, reward: -19.93550832631527, mean reward: -2.09, score: -217.72680831606723, epsilon: 0.7758932868063861, total steps: 4736
episode:75, reward: -5.92544246974963, mean reward: -2.94, score: -202.5943588023541, epsilon: 0.7742256507633304, total steps: 4805
episode:76, reward: -16.175545931384203, mean reward: -1.99, score: -202.886629132969, epsilon: 0.7717674648348655, total steps: 4907
episode:77, reward: -9.903429574394158, mean reward: -1.78, score: -204.7285530742114, epsilon: 0.7690059857694066, total steps: 5022
episode:78, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.7689820193026575, total steps: 5023
episode:79, reward: -25.376304375444942, mean reward: -2.42, score: -219.90672919482827, epsilon: 0.7668044115522282, total steps: 5114
episode:80, reward: -425.8885445728446, mean reward: -425.89, score: -425.8885445728446, epsilon: 0.7667805184700635, total steps: 5115
episode:81, reward: -13.805057311870389, mean reward: -2.73, score: -207.47823004108852, epsilon: 0.7649669726179298, total steps: 5191
episode:82, reward: -13.818619919886396, mean reward: -3.64, score: -211.29286940075656, epsilon: 0.7635860384706795, total steps: 5249
episode:83, reward: -13.842507226559013, mean reward: -3.73, score: -205.3985159321877, epsilon: 0.7622789958886097, total steps: 5304
episode:84, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.7622552536511196, total steps: 5305
episode:85, reward: -425.88977790702774, mean reward: -425.89, score: -425.88977790702774, epsilon: 0.7622315122050242, total steps: 5306
episode:86, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.7622077715502972, total steps: 5307
episode:87, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.762184031686912, total steps: 5308
episode:88, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.7621602926148425, total steps: 5309
episode:89, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.7621365543340622, total steps: 5310
episode:90, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.7621128168445448, total steps: 5311
episode:91, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.7620890801462638, total steps: 5312
episode:92, reward: -15.289972065161525, mean reward: -2.98, score: -208.3099047364115, epsilon: 0.7604294759171583, total steps: 5382
episode:93, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.7604057953293064, total steps: 5383
episode:94, reward: -425.8952909273193, mean reward: -425.9, score: -425.8952909273193, epsilon: 0.7603821155307943, total steps: 5384
episode:95, reward: -13.919316246875974, mean reward: -2.01, score: -201.0888329051647, epsilon: 0.7580181173315772, total steps: 5484
episode:96, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.7579945171210051, total steps: 5485
episode:97, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.7579709176970937, total steps: 5486
episode:98, reward: -336.56703372950255, mean reward: -336.57, score: -336.56703372950255, epsilon: 0.7579473190598166, total steps: 5487
episode:99, reward: -16.374663706298136, mean reward: -2.35, score: -214.1600367181805, epsilon: 0.7558031325189967, total steps: 5578
episode:100, reward: -3.8299085842974776, mean reward: -1.23, score: -201.80624046681953, epsilon: 0.7519552691370702, total steps: 5742
episode:101, reward: -425.90437235570766, mean reward: -425.9, score: -425.90437235570766, epsilon: 0.7519318710180699, total steps: 5743
episode:102, reward: -6.613831174142447, mean reward: -1.81, score: -202.43716419136683, epsilon: 0.7493162109697327, total steps: 5855
episode:103, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.7492929008178717, total steps: 5856
episode:104, reward: -425.870851974071, mean reward: -425.87, score: -425.870851974071, epsilon: 0.7492695914430028, total steps: 5857
episode:105, reward: -23.62630579214581, mean reward: -1.45, score: -202.1358161163338, epsilon: 0.7460371366390791, total steps: 5996
episode:106, reward: -3.7538792118610265, mean reward: -1.08, score: -202.30683820776173, epsilon: 0.7417119991700327, total steps: 6183
episode:107, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.7416889424876738, total steps: 6184
episode:108, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.7416658865738583, total steps: 6185
episode:109, reward: -15.781850681482727, mean reward: -1.32, score: -212.50443460637982, epsilon: 0.737963888894817, total steps: 6346
episode:110, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.7379409571473851, total steps: 6347
episode:111, reward: -19.400221455704997, mean reward: -2.03, score: -212.78750547338893, epsilon: 0.7355373725241187, total steps: 6452
episode:112, reward: -17.82847674093278, mean reward: -2.38, score: -200.0621527580608, epsilon: 0.7336205526811534, total steps: 6536
episode:113, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.7335977657091824, total steps: 6537
episode:114, reward: -332.294887037308, mean reward: -332.29, score: -332.294887037308, epsilon: 0.7335749794967644, total steps: 6538
episode:115, reward: -9.596599898791911, mean reward: -2.15, score: -202.3113008317378, epsilon: 0.7314364633193087, total steps: 6632
episode:116, reward: -10.86521828489469, mean reward: -3.86, score: -200.8386993697723, epsilon: 0.7302563298606898, total steps: 6684
episode:117, reward: -8.849979987963929, mean reward: -1.66, score: -201.25825944124963, epsilon: 0.7275181550281645, total steps: 6805
episode:118, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.7274955714660584, total steps: 6806
episode:119, reward: -14.876600605416353, mean reward: -1.55, score: -203.4219618788685, epsilon: 0.7245436239134018, total steps: 6937
episode:120, reward: -332.3262129985102, mean reward: -332.33, score: -332.3262129985102, epsilon: 0.7245211395006802, total steps: 6938
episode:121, reward: -10.561986657176519, mean reward: -4.09, score: -208.67352484852807, epsilon: 0.7233754276944899, total steps: 6989
episode:122, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.7233529822209934, total steps: 6990
episode:123, reward: -12.436125321819201, mean reward: -5.06, score: -202.39099622366592, epsilon: 0.7224557765147557, total steps: 7030
episode:124, reward: -23.645675644241834, mean reward: -1.54, score: -223.57133583939319, epsilon: 0.7192134156125417, total steps: 7175
episode:125, reward: -332.4690507242075, mean reward: -332.47, score: -332.4690507242075, epsilon: 0.719191108870469, total steps: 7176
episode:126, reward: -7.267153811897008, mean reward: -2.92, score: -201.40769986343415, epsilon: 0.7176537379743217, total steps: 7245
episode:127, reward: -7.979543364716479, mean reward: -2.73, score: -202.19039174156532, epsilon: 0.7160088882359953, total steps: 7319
episode:128, reward: -11.877125378425514, mean reward: -4.93, score: -207.23038817020887, epsilon: 0.715077128176694, total steps: 7361
episode:129, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.7150549593085712, total steps: 7362
episode:130, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.7150327911793986, total steps: 7363
episode:131, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.715010623789151, total steps: 7364
episode:132, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.7149884571378045, total steps: 7365
episode:133, reward: -19.974707602154172, mean reward: -2.14, score: -211.93783896717, epsilon: 0.7127976121117341, total steps: 7464
episode:134, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.7127755192262138, total steps: 7465
episode:135, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.7127534270771109, total steps: 7466
episode:136, reward: -15.047232758654722, mean reward: -3.77, score: -203.79639961852584, epsilon: 0.7115615439250175, total steps: 7520
episode:137, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.7115394922410833, total steps: 7521
episode:138, reward: -6.711652724285858, mean reward: -1.73, score: -202.7873071308256, epsilon: 0.7089645126952432, total steps: 7638
episode:139, reward: -9.875480968943906, mean reward: -5.49, score: -203.30549909140834, epsilon: 0.7081522907693967, total steps: 7675
episode:140, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.7081303527253404, total steps: 7676
episode:141, reward: -12.131561697516066, mean reward: -2.77, score: -202.3796509979265, epsilon: 0.706530849052414, total steps: 7749
episode:142, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.7065089650555143, total steps: 7750
episode:143, reward: -3.2352299737287122, mean reward: -2.13, score: -202.3620036210358, epsilon: 0.7044333081907262, total steps: 7845
episode:144, reward: -11.154615287583866, mean reward: -3.71, score: -207.82443147786483, epsilon: 0.7032128388079156, total steps: 7901
episode:145, reward: -7.55370370459862, mean reward: -1.69, score: -202.7095893547869, epsilon: 0.7006052061947529, total steps: 8021
episode:146, reward: -13.927151736979708, mean reward: -2.17, score: -208.29658526867757, epsilon: 0.6985265970832542, total steps: 8117
episode:147, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.6985049798903066, total steps: 8118
episode:148, reward: -6.496335193425221, mean reward: -0.96, score: -205.84170311173884, epsilon: 0.6938739751226225, total steps: 8333
episode:149, reward: -332.311880093517, mean reward: -332.31, score: -332.311880093517, epsilon: 0.6938525130144889, total steps: 8334
episode:150, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.693831051621747, total steps: 8335
episode:151, reward: -417.0573839845157, mean reward: -417.06, score: -417.0573839845157, epsilon: 0.6938095909443729, total steps: 8336
episode:152, reward: -20.755120776926585, mean reward: -1.05, score: -212.1983678994647, epsilon: 0.689489168112068, total steps: 8538
episode:153, reward: -331.99197889989586, mean reward: -331.99, score: -331.99197889989586, epsilon: 0.6894678521617321, total steps: 8539
episode:154, reward: -11.381839362719838, mean reward: -5.58, score: -200.8062332927715, epsilon: 0.6887009509718801, total steps: 8575
episode:155, reward: -15.541724753164605, mean reward: -1.13, score: -200.20946972031533, epsilon: 0.6849437101207798, total steps: 8752
episode:156, reward: -336.60668774729197, mean reward: -336.61, score: -336.60668774729197, epsilon: 0.6849225456831851, total steps: 8753
episode:157, reward: -27.062465951364057, mean reward: -1.24, score: -226.7692893040246, epsilon: 0.6810613069058391, total steps: 8936
episode:158, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.681040271879528, total steps: 8937
episode:159, reward: -2.5510951269158704, mean reward: -1.98, score: -201.4685372093361, epsilon: 0.6788983782376857, total steps: 9039
episode:160, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.6788774153077953, total steps: 9040
episode:161, reward: -24.32644044015174, mean reward: -0.99, score: -204.55506998694577, epsilon: 0.6745739159799254, total steps: 9246
episode:162, reward: -425.89637276955716, mean reward: -425.9, score: -425.89637276955716, epsilon: 0.6745530971963745, total steps: 9247
episode:163, reward: -16.863389868434453, mean reward: -1.15, score: -202.29663414455592, epsilon: 0.6708997792370874, total steps: 9423
episode:164, reward: -8.410090018489763, mean reward: -3.31, score: -205.4835276427836, epsilon: 0.669617911412999, total steps: 9485
episode:165, reward: -19.242228705615226, mean reward: -2.38, score: -212.2357298799036, epsilon: 0.6677824355778146, total steps: 9574
episode:166, reward: -13.201845413645842, mean reward: -3.32, score: -202.5472073944939, epsilon: 0.6665275541872399, total steps: 9635
episode:167, reward: -5.923489535052453, mean reward: -3.11, score: -201.94678742398025, epsilon: 0.6651931905690952, total steps: 9700
episode:168, reward: -4.590750538637968, mean reward: -1.36, score: -202.5556433228308, epsilon: 0.6621453062340759, total steps: 9849
episode:169, reward: -425.8748312995975, mean reward: -425.87, score: -425.8748312995975, epsilon: 0.6621249017306117, total steps: 9850
episode:170, reward: -18.571046152699687, mean reward: -1.45, score: -203.22455986329743, epsilon: 0.659274973859657, total steps: 9990
episode:171, reward: -7.613613504767709, mean reward: -2.24, score: -201.74368463745435, epsilon: 0.6574498879357782, total steps: 10080
episode:172, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.6574296399436487, total steps: 10081
episode:173, reward: -4.778820421661891, mean reward: -3.3, score: -201.0867998587546, epsilon: 0.656195787850499, total steps: 10142
episode:174, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.6561755816610091, total steps: 10143
episode:175, reward: -9.543696816986872, mean reward: -3.09, score: -204.00954739834458, epsilon: 0.6548434612510944, total steps: 10209
episode:176, reward: -5.72821049039023, mean reward: -1.33, score: -202.7281128465118, epsilon: 0.6517666122327778, total steps: 10362
episode:177, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.6517465536800144, total steps: 10363
episode:178, reward: -8.871259115869073, mean reward: -4.63, score: -203.58406980733167, epsilon: 0.6508646389635006, total steps: 10407
episode:179, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.6508446104760117, total steps: 10408
episode:180, reward: -332.6171007643136, mean reward: -332.62, score: -332.6171007643136, epsilon: 0.6508245826561281, total steps: 10409
episode:181, reward: -15.36135567490667, mean reward: -3.53, score: -211.7430965750584, epsilon: 0.6496241343392821, total steps: 10469
episode:182, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.6496041472012583, total steps: 10470
episode:183, reward: -417.4097450621941, mean reward: -417.41, score: -417.4097450621941, epsilon: 0.6495841607294613, total steps: 10471
episode:184, reward: -7.841421790770532, mean reward: -2.2, score: -206.65465954868628, epsilon: 0.647708403912835, total steps: 10565
episode:185, reward: -14.931563356922613, mean reward: -1.58, score: -211.7546406238333, epsilon: 0.6450445933145244, total steps: 10699
episode:186, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.6450247588253237, total steps: 10700
episode:187, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.6450049249972618, total steps: 10701
episode:188, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.6449850918303166, total steps: 10702
episode:189, reward: -417.4173796693548, mean reward: -417.42, score: -417.4173796693548, epsilon: 0.6449652593244658, total steps: 10703
episode:190, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.6449454274796876, total steps: 10704
episode:191, reward: -11.44312604175599, mean reward: -2.42, score: -202.99497497284332, epsilon: 0.643281910293636, total steps: 10788
episode:192, reward: -100, mean reward: -1.31, score: -56.13165641414399, epsilon: 0.6424321486968418, total steps: 10831
episode:193, reward: -18.545825793329644, mean reward: -2.32, score: -212.99329441264928, epsilon: 0.6406181396763151, total steps: 10923
episode:194, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.6405984527331101, total steps: 10924
episode:195, reward: -336.7252688453858, mean reward: -336.73, score: -336.7252688453858, epsilon: 0.6405787664461255, total steps: 10925
episode:196, reward: -5.3155720501791235, mean reward: -2.24, score: -204.16126095620305, epsilon: 0.6387900584332334, total steps: 11016
episode:197, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.6387704324250543, total steps: 11017
episode:198, reward: -6.008916915766573, mean reward: -0.92, score: -203.0995460401067, epsilon: 0.6344685753419177, total steps: 11237
episode:199, reward: -332.4656815938709, mean reward: -332.47, score: -332.4656815938709, epsilon: 0.634449093380774, total steps: 11238
episode:200, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.6344296120690183, total steps: 11239
episode:201, reward: -20.602298917115583, mean reward: -1.05, score: -214.8570180569327, epsilon: 0.630449623501088, total steps: 11444
episode:202, reward: -14.064690734850785, mean reward: -3.09, score: -213.1280007548756, epsilon: 0.6291161234799111, total steps: 11513
episode:203, reward: -16.90098720334554, mean reward: -2.01, score: -204.58164696977238, epsilon: 0.6271504721608988, total steps: 11615
episode:204, reward: -4.812138064100186, mean reward: -1.26, score: -202.51423550136877, epsilon: 0.6240613943996969, total steps: 11776
episode:205, reward: -6.090787311541069, mean reward: -7.03, score: -203.80998657872155, epsilon: 0.6235067365129472, total steps: 11805
episode:206, reward: -17.068829212398448, mean reward: -1.0, score: -201.48198880373562, epsilon: 0.6196770850368327, total steps: 12006
episode:207, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.6196580961171485, total steps: 12007
episode:208, reward: -7.485200075426867, mean reward: -3.57, score: -207.3140146996044, epsilon: 0.6185578210732464, total steps: 12065
episode:209, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.6185388694617392, total steps: 12066
episode:210, reward: -417.54064099033604, mean reward: -417.54, score: -417.54064099033604, epsilon: 0.6185199184819419, total steps: 12067
episode:211, reward: -10.07034230082366, mean reward: -2.21, score: -201.54105059627693, epsilon: 0.6167980209274517, total steps: 12158
episode:212, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.6167791279749717, total steps: 12159
episode:213, reward: -18.83691351682272, mean reward: -1.32, score: -205.5203773915377, epsilon: 0.6138395260982812, total steps: 12315
episode:214, reward: -7.105193125587518, mean reward: -3.13, score: -200.55415296767887, epsilon: 0.6126379505788675, total steps: 12379
episode:215, reward: -23.666099005169617, mean reward: -0.98, score: -210.29324284305122, epsilon: 0.6086201263332442, total steps: 12594
episode:216, reward: -9.190235326844483, mean reward: -1.22, score: -201.84947032913632, epsilon: 0.6055561492990269, total steps: 12759
episode:217, reward: -16.08999094740378, mean reward: -1.54, score: -202.82066184743678, epsilon: 0.6031170721468893, total steps: 12891
episode:218, reward: -13.772165481116739, mean reward: -2.53, score: -212.66256334104585, epsilon: 0.6015705105415455, total steps: 12975
episode:219, reward: -12.469922892733452, mean reward: -1.87, score: -200.54024261958986, epsilon: 0.5996067465148994, total steps: 13082
episode:220, reward: -4.9260990177677915, mean reward: -4.11, score: -201.19947841215856, epsilon: 0.5987097882109471, total steps: 13131
episode:221, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.5986914981895088, total steps: 13132
episode:222, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.5986732087777277, total steps: 13133
episode:223, reward: -15.054205008281194, mean reward: -1.23, score: -203.54085545580298, epsilon: 0.5956456011285346, total steps: 13299
episode:224, reward: -13.751983454849627, mean reward: -1.43, score: -202.76133408612603, epsilon: 0.5930689814271288, total steps: 13441
episode:225, reward: -425.51593744568765, mean reward: -425.52, score: -425.51593744568765, epsilon: 0.5930508794294496, total steps: 13442
episode:226, reward: -9.796837875105219, mean reward: -2.13, score: -200.25990497839993, epsilon: 0.5913519830015896, total steps: 13536
episode:227, reward: -3.5852997698747093, mean reward: -4.0, score: -200.18748431070512, epsilon: 0.5904504811568053, total steps: 13586
episode:228, reward: -18.453547311517976, mean reward: -2.55, score: -208.93342918869644, epsilon: 0.5889752668862704, total steps: 13668
episode:229, reward: -11.528699357138104, mean reward: -3.68, score: -202.3588864804635, epsilon: 0.5879880507882473, total steps: 13723
episode:230, reward: -16.555162696504063, mean reward: -2.18, score: -200.14150286602873, epsilon: 0.5863407479212234, total steps: 13815
episode:231, reward: -7.128555945501187, mean reward: -2.33, score: -204.98381330233443, epsilon: 0.5847697869298788, total steps: 13903
episode:232, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.5847519615674055, total steps: 13904
episode:233, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.584734136799101, total steps: 13905
episode:234, reward: -4.455889876528617, mean reward: -1.2, score: -201.10673056413933, epsilon: 0.5817479946348667, total steps: 14073
episode:235, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.5817302699971244, total steps: 14074
episode:236, reward: -8.625349512282266, mean reward: -1.38, score: -202.45692470831847, epsilon: 0.5791311646825338, total steps: 14221
episode:237, reward: -332.03496710329404, mean reward: -332.03, score: -332.03496710329404, epsilon: 0.5791135272710028, total steps: 14222
episode:238, reward: -7.766114036014491, mean reward: -2.52, score: -204.19302735986395, epsilon: 0.5776868476315921, total steps: 14303
episode:239, reward: -18.88967774382334, mean reward: -1.01, score: -206.65558508886528, epsilon: 0.5741107495809566, total steps: 14507
episode:240, reward: -13.571294617546119, mean reward: -2.23, score: -209.93390056687971, epsilon: 0.5724711060153269, total steps: 14601
episode:241, reward: -24.465158063790632, mean reward: -1.46, score: -209.41141732263603, epsilon: 0.5699865865522926, total steps: 14744
episode:242, reward: -426.2783624871847, mean reward: -426.28, score: -426.2783624871847, epsilon: 0.5699692539549523, total steps: 14745
episode:243, reward: -100, mean reward: -100.0, score: -100, epsilon: 0.5699519219353558, total steps: 14746
